"timestamp","row_number","ward","div","precinct","obs","log_obs","precinct_num","minute"
"11/5/2019 11:52:01",305,"46","01","4601",28,3.3322045101752,1135,58
"11/5/2019 11:52:41",306,"15","15","1515",41,3.71357206670431,347,105
"11/5/2019 11:53:23",307,"45","01","4501",67,4.20469261939097,1110,295
"11/5/2019 11:53:55",308,"45","03","4503",82,4.40671924726425,1112,295
"11/5/2019 11:54:48",309,"30","05","3005",55,4.00733318523247,674,150
"11/5/2019 11:55:50",310,"21","15","2115",40,3.68887945411394,462,90
"11/5/2019 11:57:07",311,"05","35","0535",16,2.77258872223978,128,60
"11/5/2019 11:57:43",312,"08","22","0822",53,3.97029191355212,193,297
"11/5/2019 11:57:56",313,"21","13","2113",42,3.73766961828337,460,200
"11/5/2019 11:58:33",314,"02","07","0207",122,4.80402104473326,28,290
"11/5/2019 12:00:29",315,"08","08","0808",127,4.84418708645859,179,300
"11/5/2019 12:01:50",316,"01","20","0120",92,4.52178857704904,20,209
"11/5/2019 12:02:06",317,"08","33","0833",27,3.29583686600433,204,115
"11/5/2019 12:02:25",318,"39","43","3943",65,4.17438726989564,960,301
"11/5/2019 12:04:26",319,"46","01","4601",98,4.58496747867057,1135,180
"11/5/2019 12:04:49",320,"31","10","3110",9,2.19722457733622,696,55
"11/5/2019 12:07:28",321,"08","22","0822",55,4.00733318523247,193,307
"11/5/2019 12:10:09",322,"14","05","1405",8,2.07944154167984,326,60
"11/5/2019 12:11:29",323,"46","22","4622",51,3.93182563272433,1156,120
"11/5/2019 12:12:15",324,"64","08","6408",50,3.91202300542815,1624,310
"11/5/2019 12:12:54",325,"64","10","6410",34,3.52636052461616,1626,315
"11/5/2019 12:13:18",326,"64","09","6409",26,3.25809653802148,1625,315
"11/5/2019 12:14:53",327,"12","17","1217",78,4.35670882668959,289,310
"11/5/2019 12:15:58",328,"01","11","0111",131,4.87519732320115,11,315
"11/5/2019 12:20:15",329,"15","17","1517",125,4.8283137373023,349,320
"11/5/2019 12:23:39",330,"09","02","0902",129,4.85981240436167,208,315
"11/5/2019 12:25:06",331,"01","10","0110",100,4.60517018598809,10,320
"11/5/2019 12:25:42",332,"01","10","0110",100,4.60517018598809,10,325
"11/5/2019 12:29:14",333,"30","13","3013",112,4.71849887129509,682,325
"11/5/2019 12:32:29",334,"30","09","3009",43,3.76120011569356,678,40
"11/5/2019 12:32:46",335,"08","22","0822",63,4.14313472639153,193,332
"11/5/2019 12:35:09",336,"39","42","3942",8,2.07944154167984,959,10
"11/5/2019 12:36:37",337,"30","13","3013",123,4.81218435537242,682,330
"11/5/2019 12:39:54",341,"30","17","3017",116,4.75359019110636,686,180
"11/5/2019 12:40:58",342,"59","22","5922",77,4.34380542185368,1511,270
"11/5/2019 12:41:34",343,"63","06","6306",68,4.21950770517611,1597,341
"11/5/2019 12:42:20",344,"05","28","0528",80,4.38202663467388,121,342
